# z23 benchmark history.
# Columns: date, commit, bench, value, unit, notes.
# Numeric value rows are regression-gated by build/bin/z23 -bench-regress.
# Empty value rows are pending/skipped measurements and are ignored by the gate.
# Bench names follow docs/USER_BENCHMARKS.md primaries #1..#5.
# Append-only: do not rewrite old rows; add a correction row instead.
date,commit,bench,value,unit,notes
2026-07-31T13:36:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,2279.748,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 438645 ops/sec
2026-07-31T13:36:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,961.457,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1040088 ops/sec
2026-07-31T13:36:18Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,125388.996,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 7975 ops/sec
2026-07-31T13:36:18Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,33.878,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 29517820 ops/sec
2026-07-31T13:36:18Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1268560.135,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 788 ops/sec
2026-07-31T13:36:18Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,53508.294,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 18689 ops/sec
2026-07-31T13:36:18Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,771241.925,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1297 ops/sec
2026-07-31T13:36:18Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,513.495,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1947439 ops/sec
2026-07-31T13:36:18Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1942.932,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 514686 ops/sec
2026-07-31T13:36:18Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,932.595,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1072277 ops/sec
2026-07-31T13:36:24Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,122416.457,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 8169 ops/sec
2026-07-31T13:36:24Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,32.808,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 30480101 ops/sec
2026-07-31T13:36:24Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1227706.404,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 815 ops/sec
2026-07-31T13:36:24Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,52392.948,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 19087 ops/sec
2026-07-31T13:36:24Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,746641.238,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1339 ops/sec
2026-07-31T13:36:24Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,498.267,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2006957 ops/sec
2026-07-31T13:36:24Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1777.202,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 562682 ops/sec
2026-07-31T13:36:24Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,855.361,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1169096 ops/sec
2026-07-31T13:36:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,111956.878,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 8932 ops/sec
2026-07-31T13:36:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,31.424,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 31822717 ops/sec
2026-07-31T13:36:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1133454.786,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 882 ops/sec
2026-07-31T13:36:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,49161.756,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20341 ops/sec
2026-07-31T13:36:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,710042.926,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1408 ops/sec
2026-07-31T13:36:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,483.328,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2068990 ops/sec
2026-07-31T13:36:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1760.256,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 568099 ops/sec
2026-07-31T13:36:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,851.992,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1173720 ops/sec
2026-07-31T13:36:37Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,111802.280,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 8944 ops/sec
2026-07-31T13:36:37Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,31.143,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 32110219 ops/sec
2026-07-31T13:36:37Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1221378.837,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 819 ops/sec
2026-07-31T13:36:37Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,49384.619,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20249 ops/sec
2026-07-31T13:36:37Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,705745.307,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1417 ops/sec
2026-07-31T13:36:37Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,479.292,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2086412 ops/sec
2026-07-31T13:36:37Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1727.041,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 579025 ops/sec
2026-07-31T13:36:37Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,840.663,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1189537 ops/sec
2026-07-31T13:36:43Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,111181.669,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 8994 ops/sec
2026-07-31T13:36:43Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,30.711,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 32561787 ops/sec
2026-07-31T13:36:43Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1112377.973,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 899 ops/sec
2026-07-31T13:36:43Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,49642.091,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20144 ops/sec
2026-07-31T13:36:43Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,703050.790,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1422 ops/sec
2026-07-31T13:36:43Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,478.238,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2091007 ops/sec
2026-07-31T13:36:43Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1717.107,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 582375 ops/sec
2026-07-31T13:36:43Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,842.627,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1186764 ops/sec
2026-07-31T13:36:49Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,108929.303,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 9180 ops/sec
2026-07-31T13:36:49Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,30.487,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 32801037 ops/sec
2026-07-31T13:36:49Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1118577.571,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 894 ops/sec
2026-07-31T13:36:49Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,48633.784,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20562 ops/sec
2026-07-31T13:36:49Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,694542.420,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1440 ops/sec
2026-07-31T13:36:49Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,464.814,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2151400 ops/sec
2026-07-31T13:36:49Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1672.168,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 598026 ops/sec
2026-07-31T13:36:49Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,806.728,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1239576 ops/sec
2026-07-31T13:36:55Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,103747.291,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 9639 ops/sec
2026-07-31T13:36:55Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,29.004,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 34478128 ops/sec
2026-07-31T13:36:55Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1082537.321,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 924 ops/sec
2026-07-31T13:36:55Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,47741.426,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20946 ops/sec
2026-07-31T13:36:55Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,662009.098,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1511 ops/sec
2026-07-31T13:36:55Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,487.586,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2050921 ops/sec
2026-07-31T13:36:55Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1620.159,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 617223 ops/sec
2026-07-31T13:36:55Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,789.922,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1265947 ops/sec
2026-07-31T13:38:03Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,113454.816,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 8814 ops/sec
2026-07-31T13:38:03Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,31.497,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 31748702 ops/sec
2026-07-31T13:38:03Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1162359.721,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 860 ops/sec
2026-07-31T13:38:03Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,50854.908,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 19664 ops/sec
2026-07-31T13:38:03Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,727332.786,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1375 ops/sec
2026-07-31T13:38:03Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,494.244,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2023293 ops/sec
2026-07-31T13:38:03Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,2119.785,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 471746 ops/sec
2026-07-31T13:38:03Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,978.863,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1021593 ops/sec
2026-07-31T13:40:15Z,a90bdf6d4-dirty,crypto-vs-rust equihash-200-9,110353.548,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 9062 ops/sec
2026-07-31T13:40:15Z,a90bdf6d4-dirty,crypto-vs-rust bls12-381-fp-mul,30.467,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 32822384 ops/sec
2026-07-31T13:40:15Z,a90bdf6d4-dirty,crypto-vs-rust bls12-381-pairing,1161714.000,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 861 ops/sec
2026-07-31T13:40:15Z,a90bdf6d4-dirty,crypto-vs-rust secp256k1-ecdsa-verify,48898.863,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20450 ops/sec
2026-07-31T13:40:15Z,a90bdf6d4-dirty,crypto-vs-rust ed25519-verify,697523.267,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1434 ops/sec
2026-07-31T13:40:15Z,a90bdf6d4-dirty,crypto-vs-rust sha256,492.307,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2031252 ops/sec
2026-07-31T13:40:15Z,a90bdf6d4-dirty,crypto-vs-rust sha3-256,1960.866,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 509979 ops/sec
2026-07-31T13:40:15Z,a90bdf6d4-dirty,crypto-vs-rust blake2b,922.445,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1084076 ops/sec
