# z23 benchmark history.
# Columns: date, commit, bench, value, unit, notes.
# Numeric value rows are regression-gated by build/bin/z23 -bench-regress.
# Empty value rows are pending/skipped measurements and are ignored by the gate.
# Bench names follow docs/USER_BENCHMARKS.md primaries #1..#5.
# Append-only: do not rewrite old rows; add a correction row instead.
date,commit,bench,value,unit,notes
2026-07-31T13:28:04Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,803.082,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1245203 ops/sec
2026-07-31T13:28:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,109511.026,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 9132 ops/sec
2026-07-31T13:28:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,30.678,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 32596989 ops/sec
2026-07-31T13:28:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1134241.786,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 882 ops/sec
2026-07-31T13:28:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,48920.340,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20441 ops/sec
2026-07-31T13:28:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,710164.801,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1408 ops/sec
2026-07-31T13:28:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,480.778,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2079961 ops/sec
2026-07-31T13:28:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1684.235,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 593741 ops/sec
2026-07-31T13:28:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,1011.259,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 988866 ops/sec
2026-07-31T13:28:17Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,108507.204,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 9216 ops/sec
2026-07-31T13:28:17Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,30.536,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 32748320 ops/sec
2026-07-31T13:28:17Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1159438.339,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 862 ops/sec
2026-07-31T13:28:17Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,49582.368,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20168 ops/sec
2026-07-31T13:28:17Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,713928.864,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1401 ops/sec
2026-07-31T13:28:17Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,482.032,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2074550 ops/sec
2026-07-31T13:28:17Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1724.237,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 579967 ops/sec
2026-07-31T13:28:17Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,851.157,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1174871 ops/sec
2026-07-31T13:28:23Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,110933.260,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 9014 ops/sec
2026-07-31T13:28:23Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,30.616,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 32662239 ops/sec
2026-07-31T13:28:23Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1113622.714,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 898 ops/sec
2026-07-31T13:28:23Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,48994.269,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20411 ops/sec
2026-07-31T13:28:23Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,695158.290,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1439 ops/sec
2026-07-31T13:28:23Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,481.155,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2078334 ops/sec
2026-07-31T13:28:23Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1712.283,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 584016 ops/sec
2026-07-31T13:28:23Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,841.079,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1188949 ops/sec
2026-07-31T13:28:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,138728.946,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 7208 ops/sec
2026-07-31T13:28:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,33.885,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 29511970 ops/sec
2026-07-31T13:28:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1537181.850,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 651 ops/sec
2026-07-31T13:28:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,58688.140,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 17039 ops/sec
2026-07-31T13:28:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,816977.737,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1224 ops/sec
2026-07-31T13:28:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,478.763,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2088717 ops/sec
2026-07-31T13:28:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1695.827,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 589683 ops/sec
2026-07-31T13:28:30Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,805.407,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1241608 ops/sec
2026-07-31T13:31:54Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust equihash-200-9,119559.546,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 8364 ops/sec
2026-07-31T13:31:54Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-fp-mul,32.298,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 30962146 ops/sec
2026-07-31T13:31:54Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-pairing,1272257.656,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 786 ops/sec
2026-07-31T13:31:54Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust secp256k1-ecdsa-verify,51728.772,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 19332 ops/sec
2026-07-31T13:31:54Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust ed25519-verify,1584345.300,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 631 ops/sec
2026-07-31T13:31:54Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha256,499.286,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2002858 ops/sec
2026-07-31T13:31:54Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha3-256,1859.514,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 537775 ops/sec
2026-07-31T13:31:54Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust blake2b,898.045,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1113530 ops/sec
2026-07-31T13:32:01Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust equihash-200-9,120910.167,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 8271 ops/sec
2026-07-31T13:32:01Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-fp-mul,32.652,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 30625836 ops/sec
2026-07-31T13:32:01Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-pairing,1517766.512,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 659 ops/sec
2026-07-31T13:32:01Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust secp256k1-ecdsa-verify,72828.566,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 13731 ops/sec
2026-07-31T13:32:01Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust ed25519-verify,2196667.321,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 455 ops/sec
2026-07-31T13:32:01Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha256,575.917,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1736363 ops/sec
2026-07-31T13:32:01Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha3-256,3200.432,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 312458 ops/sec
2026-07-31T13:32:01Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust blake2b,1277.126,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 783008 ops/sec
2026-07-31T13:32:07Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust equihash-200-9,112576.765,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 8883 ops/sec
2026-07-31T13:32:07Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-fp-mul,30.802,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 32465125 ops/sec
2026-07-31T13:32:07Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-pairing,1121546.509,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 892 ops/sec
2026-07-31T13:32:07Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust secp256k1-ecdsa-verify,49340.783,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20267 ops/sec
2026-07-31T13:32:07Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust ed25519-verify,1496042.273,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 668 ops/sec
2026-07-31T13:32:07Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha256,476.687,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2097812 ops/sec
2026-07-31T13:32:07Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha3-256,1739.735,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 574800 ops/sec
2026-07-31T13:32:07Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust blake2b,832.571,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1201099 ops/sec
2026-07-31T13:32:14Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust equihash-200-9,109191.713,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 9158 ops/sec
2026-07-31T13:32:14Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-fp-mul,30.193,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 33120550 ops/sec
2026-07-31T13:32:14Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-pairing,1137393.839,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 879 ops/sec
2026-07-31T13:32:14Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust secp256k1-ecdsa-verify,48281.371,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20712 ops/sec
2026-07-31T13:32:14Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust ed25519-verify,1445901.489,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 692 ops/sec
2026-07-31T13:32:14Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha256,473.007,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2114133 ops/sec
2026-07-31T13:32:14Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha3-256,1699.922,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 588262 ops/sec
2026-07-31T13:32:14Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust blake2b,830.167,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1204576 ops/sec
2026-07-31T13:32:20Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust equihash-200-9,105943.879,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 9439 ops/sec
2026-07-31T13:32:20Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-fp-mul,29.890,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 33455875 ops/sec
2026-07-31T13:32:20Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust bls12-381-pairing,1169567.202,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 855 ops/sec
2026-07-31T13:32:20Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust secp256k1-ecdsa-verify,48142.911,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 20771 ops/sec
2026-07-31T13:32:20Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust ed25519-verify,1471088.023,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 680 ops/sec
2026-07-31T13:32:20Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha256,474.362,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 2108095 ops/sec
2026-07-31T13:32:20Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust sha3-256,1695.619,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 589755 ops/sec
2026-07-31T13:32:20Z,a90bdf6d4-baseline-two-ladders,crypto-vs-rust blake2b,833.313,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1200029 ops/sec
2026-07-31T13:36:04Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,122867.104,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 8139 ops/sec
2026-07-31T13:36:04Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,32.363,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 30899620 ops/sec
2026-07-31T13:36:04Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1178056.308,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 849 ops/sec
2026-07-31T13:36:04Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,50250.594,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 19900 ops/sec
2026-07-31T13:36:04Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,732931.917,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1364 ops/sec
2026-07-31T13:36:04Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,502.427,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1990341 ops/sec
2026-07-31T13:36:04Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha3-256,1814.504,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 551115 ops/sec
2026-07-31T13:36:04Z,a90bdf6d4-ed25519-straus,crypto-vs-rust blake2b,884.059,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1131147 ops/sec
2026-07-31T13:36:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust equihash-200-9,141838.161,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 7050 ops/sec
2026-07-31T13:36:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-fp-mul,36.147,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 27664611 ops/sec
2026-07-31T13:36:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust bls12-381-pairing,1423837.614,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 702 ops/sec
2026-07-31T13:36:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust secp256k1-ecdsa-verify,58349.922,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 17138 ops/sec
2026-07-31T13:36:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust ed25519-verify,813218.888,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1230 ops/sec
2026-07-31T13:36:11Z,a90bdf6d4-ed25519-straus,crypto-vs-rust sha256,528.094,ns/op,median C ns/op; host-relative; x86-64-v3 shipped default (AVX2/FMA/BMI2; SHA-NI and AVX-512 compiled OUT); vs pinned Rust baseline (tools/crypto_perf_baseline.csv); 1893602 ops/sec
